id,name,purpose,precondition,execution_type,steps,project_id,user_story_id,priority,reused_id,active,migrate_id
848,Verificar inserção de link do condomínio inexistente,Imported from sheet,Imported from sheet,M,Imported from sheet,12,185,M,23.0,True,914
662,Alterar foto do projeto,Imported from sheet,Imported from sheet,M,Imported from sheet,10,141,M,6.0,True,728
1230,Validar Termos de Uso e Política de Privacidade,Imported from sheet,Imported from sheet,M,Imported from sheet,16,260,M,,True,1298
742,Verificar inserção de link de SLAinexistente,Imported from sheet,Imported from sheet,M,Imported from sheet,11,167,M,23.0,True,808
899,Validar resultado da consulta de chamados,Imported from sheet,Imported from sheet,M,Imported from sheet,12,192,M,21.0,True,965
372,Verificar se perfil de usuário não Administrador consegue Editar algum dispositivo,Imported from sheet,Imported from sheet,M,Imported from sheet,7,85,M,20.0,True,428
90,Listar todas as OPs com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,3,23,M,15.0,True,98
601,"Atualização de Dados,",Imported from sheet,Imported from sheet,M,Imported from sheet,9,124,M,6.0,True,667
1082,Login com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,14,233,M,40.0,True,1150
1129,Cancelar edição com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,14,240,M,10.0,True,1197
6,Editar informações da entidade com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,1,1,M,,True,6
213,Tentar listar Tipos de Problemas utilizando um usuário inativo,Imported from sheet,Imported from sheet,M,Imported from sheet,4,33,M,24.0,True,221
623,Buscas por Usuários - Sem autorização,Imported from sheet,Imported from sheet,M,Imported from sheet,9,133,M,20.0,True,689
552,Editar sem estar logado,Imported from sheet,Imported from sheet,M,Imported from sheet,8,108,M,13.0,True,612
570,Criação de gestor campos obrigatórios não preenchidos,Imported from sheet,Imported from sheet,M,Imported from sheet,9,114,M,4.0,True,630
504,Pesquisar por testes inativados do sistema,Imported from sheet,Imported from sheet,M,Imported from sheet,7,100,M,21.0,True,560
533,Validar presença do scroll na listagem de dispositivos,Imported from sheet,Imported from sheet,M,Imported from sheet,7,105,M,16.0,True,593
341,Pesquisar Usuários informando campo de pesquisa vazio,Imported from sheet,Imported from sheet,M,Imported from sheet,7,80,M,15.0,True,397
500,Tentar pesquisar testes utilizando um usuário inativo,Imported from sheet,Imported from sheet,M,Imported from sheet,7,100,M,24.0,True,556
986,Registrar voto com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,12,205,M,1.0,True,1052
296,Validar apresentação de detalhes no card de um app tipo Game sem versão,Imported from sheet,Imported from sheet,M,Imported from sheet,6,69,M,16.0,True,310
921,Cancelar edição da reserva com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,12,195,M,10.0,True,987
932,Listar todas as reservas com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,12,197,M,15.0,True,998
384,Validar ação ao digitar caracteres no campo Pesquisa com iniciais de disp. NÃO cadastrados,Imported from sheet,Imported from sheet,M,Imported from sheet,7,86,M,34.0,True,440
1274,Validar Regras do Formulário de Edição de Perfil,Imported from sheet,Imported from sheet,M,Imported from sheet,16,264,M,8.0,True,1342
682,Inserir Product com valores inválidos,Imported from sheet,Imported from sheet,M,Imported from sheet,2,148,M,43.0,True,748
747,Cadastro de filas de atendimento com dados inválidos,Imported from sheet,Imported from sheet,M,Imported from sheet,11,169,M,43.0,True,813
250,Login with known credentials,Imported from sheet,Imported from sheet,M,Imported from sheet,5,56,M,40.0,True,261
362,Verificar se perfil de usuário Administrador consegue Listar algum dispositivo,Imported from sheet,Imported from sheet,M,Imported from sheet,7,83,M,20.0,True,418
434,Tentar realizar uma pesquisa de relatórios utilizando a primeira Data disponibilizada,Imported from sheet,Imported from sheet,M,Imported from sheet,7,93,M,44.0,True,490
